,state_farm
10346,15235
10347,15235
10348,15221-5211
10349,15218-1250
10350,15224
10351,15201-2322
10352,15237-5555
10353,15236
10354,15239-2400
10355,15216
10356,15220
10357,15239-1727
10358,15217-1657
10359,15237
10360,15238-3135
10361,15241
10362,15209-1385
10363,15241
10364,15224
10365,15205-9628
10366,15232-4228
10367,15220-3237
10368,15233-1716
10369,15234-2311
10370,15234-1603
10371,15215
10372,15241-1206
10373,15236-2114
10374,15203
10375,15946-0155
10376,19465-7438
10377,19465-8722
10378,19464
10379,19464-4950
10380,17901-2705
10381,17901-1427
10382,15142-1119
10383,15767-7949
10384,18951-1215
10385,18951-4107
10386,18951-1405
10387,17566-9793
10388,19606
10389,19605-1734
10390,19601-3402
10391,19605-2324
10392,19606-2203
10393,16343
10394,18954-1130
10395,17086
10396,15853-1066
10397,19468-2460
10398,16055-9287
10399,16056-0550
10400,18840-9100
10401,18078-2593
10402,18505-3207
10403,18508-1230
10404,18509-1852
10405,18509-2844
10406,17870-1848
10407,18960
10408,16346-2440
10409,15143
10410,15143-1567
10411,15143-1563
10412,17872-6719
10413,17872-5381
10414,16146-2775
10415,18708-1485
10416,18655-1317
10417,19607-1543
10418,17257-9054
10419,17257
10420,16254
10421,17361-0222
10422,17361-1400
10423,19474
10424,16255-4901
10425,16749-4050
10426,15501-2108
10427,15501-1319
10428,15501
10429,18964-2201
10430,18964-1216
10431,18966-3786
10432,15144-1634
10433,19064
10434,19064-3745
10435,19064-2429
10436,19064-3849
10437,17113-2317
10438,17578-9703
10439,17363
10440,18360-1641
10441,18360-2603
10442,18249
10443,17801-1336
10444,17801-2336
10445,19081-1808
10446,18251
10447,18252-4523
10448,18372-7880
10449,18969-2420
10450,19560-1212
10451,19372-1005
10452,16354-1909
10453,18848-1441
10454,19426-1981
10455,19403-2317
10456,19403
10457,16947
10458,18657-1794
10459,18657-5526
10460,16686-1617
10461,15401-5104
10462,15401-5435
10463,15401-2456
10464,15401-5053
10465,15401
10466,15690-1101
10467,15367
10468,15147-3315
10469,15147-3808
10470,18974-4519
10471,18974-2012
10472,18974-4515
10473,16365-3161
10474,16365-2389
10475,18976-1822
10476,18976
10477,15301-6812
10478,15301-9683
10479,16441-0802
10480,16441
10481,17777
10482,19087-3122
10483,17268-3804
10484,17268-1634
10485,15370-1343
10486,15370-1707
10487,16901-1605
10488,19565-1417
10489,16950
10490,15090
10491,15090
10492,15090-6928
10493,18052-6646
10494,18052-3612
10495,17701-3900
10496,17701-6623
10497,17701-1276
10498,17701
10499,17701-1204
10500,17701-5687
10501,15963-1708
10502,19094-1705
10503,17043
10504,17368-1020
10505,18644-1331
10506,19610-2033
10507,19610
10508,19610-1815
10509,19067-7721
10510,19067-1510
10511,19067-4419
10512,17402-2207
10513,17402-4629
10514,17402
10515,17403-9718
10516,17402-2214
10517,17408-5937
10518,17408
10519,17403
10520,17404-1838
10521,17402-2779
10522,17404-5516
10523,17403-3920
10524,17408-4052
10525,17408-1415
10526,17404-1335
10527,17402-4325
10528,15697
10529,16063-2501
10530,29620-2403
10531,29803-9084
10532,29801-2400
10533,29801
10534,29803
10535,29801-6334
10536,29621-2757
10537,29621
10538,29621
10539,29621-1108
10540,29625-2001
10541,29625-1521
10542,29621-1531
10543,29621-3877
10544,29812
10545,29812-1537
10546,29902-6143
10547,29902-3770
10548,29627-2414
10549,29512
10550,29010-0583
10551,29910-6064
10552,29910
10553,29016-8425
10554,29020-2094
10555,29020
10556,29033
10557,29033-3323
10558,29036-9823
10559,29036-9420
10560,29407-1718
10561,29407-3824
10562,29412-2076
10563,29407-5941
10564,29414-5327
10565,29407-4904
10566,29422-2041
10567,29407-6254
10568,29414-5725
10569,29407-5379
10570,29407
10571,29412-2136
10572,29414-4619
10573,29520-0457
10574,29706-0010
10575,29631
10576,29631-1494
10577,29325-2866
10578,29710-1424
10579,29212-0934
10580,29212-3122
10581,29209-2109
10582,29206-3108
10583,29223-4395
10584,29201-3113
10585,29223-5800
10586,29212-2200
10587,29206-5281
10588,29210-6800
10589,29201-2557
10590,29210-7619
10591,29204-1806
10592,29210-5667
10593,29210-5120
10594,29203-9751
10595,29209-5146
10596,29201-1955
10597,29223-4399
10598,29223-7617
10599,29201-3057
10600,29210-4427
10601,29205-1827
10602,29212
10603,29205-3629
10604,29229-7950
10605,29203
10606,29223-5964
10607,29229-8621
10608,29229-4387
10609,29204-4350
10610,29526-3634
10611,29526-2929
10612,29526-8902
10613,29526-8424
10614,29526-5004
10615,29532-3322
10616,29042-0007
10617,29536-2501
10618,29640-3683
10619,29642-1961
10620,29642-1045
10621,29640-3874
10622,29824-4341
10623,29505-3419
10624,29505
10625,29501-3440
10626,29501-5213
10627,29505-2827
10628,29501-5497
10629,29501-4047
10630,29501-4080
10631,29341-2539
10632,29341-1201
10633,29341-2706
10634,29440-2879
10635,29440-2406
10636,29054-9666
10637,29829
10638,29615-2289
10639,29615-6228
10640,29605-2921
10641,29611
10642,29615-2142
10643,29601
10644,29607-1800
10645,29615-3900
10646,29607-3429
10647,29615
10648,29607-2127
10649,29607-4126
10650,29607
10651,29609-5625
10652,29615-1147
10653,29609-2900
10654,29607-3554
10655,29607-2415
10656,29605-4021
10657,29611
10658,29615-4071
10659,29607-6539
10660,29617
10661,29615-5435
10662,29609-5062
10663,29649
10664,29646-3842
10665,29649-9028
10666,29649-1302
10667,29649-1941
10668,29650-5205
10669,29650-1636
10670,29650-1318
10671,29651-6824
10672,29650-1444
10673,29924-3207
10674,29410
10675,29550-3210
10676,29550-4496
10677,29554-9191
10678,29349-0269
10679,29349-0269
10680,29349-8951
10681,29063
10682,29063-2347
10683,29063
10684,29063
10685,29063-7207
10686,29063-7602
10687,29067
10688,29556-3335
10689,29456-3647
10690,29720-3141
10691,29720
10692,29720-1750
10693,29356-9727
10694,29360-3547
10695,29360-2645
10696,29360-2343
10697,29072-9250
10698,29072-2645
10699,29073-3701
10700,29072-2205
10701,29072
10702,29073-7225
10703,29072
10704,29072-9260
10705,29657
10706,29078-0879
10707,29365-1513
10708,29102-6432
10709,29102
10710,29571-3909
10711,29662-2251
10712,29662-1604
10713,29662-2535
10714,29369-9744
10715,29574-3527
10716,29108-3053
10717,29108-0423
10718,29108-1858
10719,29118-2436
10720,29118
10721,29115-5965
10722,29115
10723,29728-2225
10724,29728-2136
10725,29670-9162
10726,29671-2222
10727,29673-7606
10728,29673-9369
10729,29673-6760
10730,29673-6741
10731,29127
10732,29936-8191
10733,29936-2707
10734,29376
10735,29376-2702
10736,29138
10737,29142-9657
10738,29678-4761
10739,29678-0866
10740,29678-0850
10741,29678
10742,29678-0914
10743,29680-7423
10744,29681-3676
10745,29681-2651
10746,29681-2024
10747,29681
10748,29681-0797
10749,29681
10750,29301-5624
10751,29303-2205
10752,29301-1229
10753,29302-2000
10754,29307-2236
10755,29302-1668
10756,29301-2627
10757,29301-4407
10758,29306
10759,29303-2635
10760,29483-6164
10761,29486-2842
10762,29485-1240
10763,29483-6600
10764,29485-8074
10765,29485-7541
10766,29486-7870
10767,29485-5673
10768,29150-2517
10769,29150
10770,29150-1984
10771,29150-1941
10772,29150-7212
10773,29160
10774,29687-2902
10775,29687
10776,29687-4008
10777,29687-5628
10778,29161-1641
10779,29379
10780,29379
10781,29379-2328
10782,29488
10783,29488-4719
10784,29697-7285
10785,29180-1436
10786,29388-2207
10787,29745-1605
10788,29745-1836
10789,57401
10790,57401-4713
10791,57401
10792,57401
10793,57005
10794,57006-1936
10795,57006
10796,57006
10797,57013
10798,57730
10799,57732
10800,57028-1247
10801,57029
10802,57350-4035
10803,57638
10804,57042-3519
10805,57252-0575
10806,57362
10807,57301-4578
10808,57301-1463
10809,57601-0848
10810,57053
10811,57567-0608
10812,57501-3368
10813,57501-3983
10814,57469-1289
10815,57262-1413
10816,57783-1572
10817,57783-2791
10818,57785-0579
10819,57069-2103
10820,57201-2823
10821,57201-4915
10822,57078
10823,57078
10824,38310-2314
10825,38001-0159
10826,37701
10827,37701-2403
10828,37701-2415
10829,37013-3303
10830,37013-3827
10831,37013-2404
10832,37013-2711
10833,38002-9706
10834,38002
10835,37303
10836,37303-2421
10837,38004
10838,38134-3838
10839,38134-8363
10840,38134-4603
10841,38134-2819
10842,38134-4550
10843,38134
10844,38134
10845,38134-3830
10846,38133
10847,38133-4046
10848,37617-5454
10849,37617-4133
10850,38008-0129
10851,37027-7539
10852,37027
10853,37027-3226
10854,37027
10855,37027-4508
10856,37027
10857,37027
10858,37027-2960
10859,37620-2231
10860,37620-6702
10861,37620-4262
10862,37620-1827
10863,38012
10864,38012
10865,38320
10866,37030-0316
10867,38551
10868,37033-1077
10869,37403-2613
10870,37411-5641
10871,37408-1429
10872,37421-3192
10873,37416-1669
10874,37421
10875,37421-4779
10876,37412
10877,37415-3506
10878,37421
10879,37421-1970
10880,37421-3286
10881,37411-5603
10882,37421-3969
10883,37416-1840
10884,37409-1272
10885,37405
10886,37421-1730
10887,37421
10888,37421-3199
10889,37421
10890,37415-4632
10891,37040-6896
10892,37040-6621
10893,37043
10894,37043
10895,37040-6184
10896,37040-8416
10897,37043-6244
10898,37042
10899,37312-2568
10900,37312-4360
10901,37312-3835
10902,37311
10903,37311-3953
10904,37311-3718
10905,37311-1886
10906,37312
10907,37716
10908,37716-3841
10909,38017-2943
10910,38017-2099
10911,38017-3112
10912,38017-2617
10913,38017
10914,38017-0619
10915,38017-3706
10916,38401-4825
10917,38401
10918,38401
10919,38401
10920,38401-3237
10921,38401-2418
10922,38501-3369
10923,38501
10924,38501
10925,38501
10926,38501
10927,38501-1807
10928,38016-8666
10929,38018-4286
10930,38018-6317
10931,38018-6279
10932,38018-6201
10933,38018-6301
10934,38018-2735
10935,38016-0519
10936,38016
10937,38018-6357
10938,38016-2088
10939,38018-4286
10940,38018-7278
10941,37721-2909
10942,38019
10943,38019-3237
10944,38555-4176
10945,38555-6719
10946,38555-4292
10947,38555-5406
10948,37725
10949,37321-1049
10950,37324-3827
10951,37055-2160
10952,37055-7012
10953,37055
10954,38225-1847
10955,37327-7016
10956,38330-0186
10957,38024-1882
10958,38024
10959,37643
10960,37643
10961,37643-2746
10962,37643-3733
10963,37650-1575
10964,37331-1749
10965,37062
10966,37934-3915
10967,37334
10968,37334-2546
10969,37334-2292
10970,37067-3092
10971,37069
10972,37064-4831
10973,37067-3063
10974,37067-3063
10975,37067-2905
10976,37064
10977,37064-3997
10978,37067-7278
10979,37067-2802
10980,37067-4602
10981,37067
10982,37064
10983,37064-3084
10984,38562
10985,37066
10986,37066-3110
10987,37066-2862
10988,37066-2805
10989,38138-7844
10990,38138
10991,38138-3816
10992,38138-0643
10993,38138
10994,38138-3884
10995,38138
10996,38138-3803
10997,38138
10998,38138-2906
10999,38139-3345
11000,38138-7813
11001,38138-3903
11002,37615-3283
11003,37615-4923
11004,37745-4374
11005,37745-3939
11006,37745-4038
11007,37745
11008,37745-5122
11009,37748-2108
11010,38340-0243
11011,37076
11012,37076-1311
11013,37343-5924
11014,37343
11015,37343-6713
11016,37343-3249
11017,37343
11018,37343-5720
11019,38462-1421
11020,38343-1984
11021,38344
11022,37757-2935
11023,38303-3851
11024,38301-3021
11025,38305-2086
11026,38305-6032
11027,38305-4953
11028,38301
11029,38305-2500
11030,38305-3580
11031,38556-3247
11032,37347-0436
11033,37659-1539
11034,37660-4948
11035,37660-2388
11036,37660-7296
11037,37660
11038,37660
11039,37663
11040,37660-3661
11041,37664-3333
11042,37664
11043,37763-2373
11044,37763-2632
11045,37918-4167
11046,37934-0941
11047,37922-1905
11048,37934
11049,37919
11050,37919
11051,37924-2139
11052,37923-4925
11053,37934-3842
11054,37921-3339
11055,37921
11056,37912-0188
11057,37934
11058,37918
11059,37932
11060,37923-1507
11061,37919-5712
11062,37923-5208
11063,37918
11064,37918-5743
11065,37923
11066,37920-3051
11067,37917-2156
11068,37931-0010
11069,37922-2397
11070,37922
11071,37917-5807
11072,37914-6436
11073,37922
11074,37919
11075,37083-2623
11076,38002
11077,38002-7984
11078,38002
11079,38464-2704
11080,38464-3342
11081,38464
11082,37087
11083,37087-3556
11084,37087-3265
11085,37087-3196
11086,37091-2005
11087,37091-2834
11088,38351
11089,38351-1710
11090,38351
11091,38570-2236
11092,37774-1360
11093,37115-2022
11094,37115
11095,37115
11096,37354-3001
11097,37354-1126
11098,37355
11099,37355-1982
11100,38237-1410
11101,38237
11102,37801-4598
11103,37801-3839
11104,37801-5510
11105,37801-5517
11106,37807
11107,38115
11108,38119-4713
11109,38115-4279
11110,38104-4214
11111,38119-4743
11112,38117-5701
11113,38117-4237
11114,38116-3257
11115,38119-5884
11116,38119
11117,38125
11118,38117
11119,38103
11120,38119
11121,38116
11122,38133-5086
11123,38104-2447
11124,38125-2307
11125,38119
11126,38117
11127,38116
11128,38119-7254
11129,38115-4623
11130,38119-8238
11131,38117-4504
11132,38133-8187
11133,38125-3198
11134,38111-2023
11135,38134
11136,38134-6596
11137,38128
11138,38111
11139,38117-5360
11140,38119-3657
11141,38104-5612
11142,38358
11143,38053
11144,38053
11145,37813-2445
11146,37814-4552
11147,37813-5777
11148,37814-1170
11149,37814-1039
11150,37814-4546
11151,37129-0529
11152,37130-2035
11153,37128
11154,37128-4119
11155,37129
11156,37129-4331
11157,37129-4329
11158,37128-4113
11159,37130-2848
11160,37127-8350
11161,37130-4917
11162,37129-1474
11163,37215
11164,37214-2403
11165,37221-2827
11166,37206
11167,37211-3329
11168,37209-4210
11169,37221-1757
11170,37204-2202
11171,37203-3742
11172,37214-3525
11173,37211-7331
11174,37221-5238
11175,37203-1494
11176,37205-4245
11177,37211-7155
11178,37209-5124
11179,37217
11180,37228
11181,37209-2133
11182,37209-4539
11183,37220
11184,37216-2406
11185,37217-0231
11186,37208
11187,37204-3612
11188,37215-2751
11189,37205-2121
11190,37212-5315
11191,37211-6539
11192,37220-1323
11193,37208
11194,37211-6054
11195,37209
11196,37207-1771
11197,37216-1712
11198,37216-1712
11199,37211-5408
11200,37221-4212
11201,37821-2914
11202,37821-2914
11203,37135-3001
11204,38060-0509
11205,37841-4817
11206,37363-8897
11207,37363-5597
11208,37363-9297
11209,38242-0416
11210,38242-4908
11211,38242-4112
11212,38363-2401
11213,37143-2112
11214,37367
11215,37148
11216,37849-5204
11217,38478-3714
11218,38478-2835
11219,38063-2803
11220,37854-2330
11221,37857-3179
11222,37857-2433
11223,38066-3875
11224,37861-3024
11225,37861-0177
11226,38372-2444
11227,38375-2309
11228,38375-6629
11229,37862-3444
11230,37862-3531
11231,37862-1824
11232,37862-3421
11233,37865-5044
11234,37162-0363
11235,37160-2376
11236,37160-2809
11237,37166-0487
11238,37167-5652
11239,37167-2540
11240,37167-4407
11241,37167-6529
11242,37167-3047
11243,38068-0759
11244,38583-1502
11245,38583-2036
11246,37172-0906
11247,37172-3929
11248,37874-1912
11249,37879-3857
11250,38382
11251,37388-0486
11252,37388-2200
11253,37388-3951
11254,37887-0690
11255,37185-1531
11256,37398-1480
11257,37190-1144
11258,79605-4737
11259,79606-3343
11260,79603-6719
11261,79603-6907
11262,79605-6220
11263,79605-7151
11264,79605-6801
11265,79603-4738
11266,79606-2292
11267,79605-1846
11268,79605-4050
11269,79601
11270,79606-5937
11271,79601-5558
11272,75001-4332
11273,75001
11274,75001-3336
11275,78516
11276,76008
11277,76008-1147
11278,78332-5049
11279,78332-4047
11280,78332-4049
11281,75013-3029
11282,75002-8725
11283,75013
11284,75002-3904
11285,75013-2704
11286,75002-5399
11287,78573-6869
11288,77511
11289,77511-4782
11290,77511-3526
11291,79102
11292,79109-2414
11293,79102
11294,79106-4017
11295,79109-7021
11296,79109-3438
11297,79119
11298,79119
11299,79109-5517
11300,79106-2600
11301,79109-3015
11302,79109-5084
11303,79110-3612
11304,79109-4147
11305,79121-1000
11306,79106-2727
11307,79109-3400
11308,79119
11309,79106-2521
11310,79102
11311,79109-1547
11312,79121
11313,79104
11314,77514-1742
11315,79714-7123
11316,77515-4736
11317,77515-3033
11318,75409-4102
11319,75409-5867
11320,76015
11321,76017-1079
11322,76014-2800
11323,76017-1670
11324,76006-2730
11325,76017-5100
11326,76017-5993
11327,76012-2055
11328,76013-5304
11329,76011-8530
11330,76015-2333
11331,76018-1026
11332,76012-3057
11333,76006
11334,76015-2323
11335,76017-4108
11336,76017-5856
11337,76010-1213
11338,76015-2921
11339,76016
11340,76010-5875
11341,75751-0791
11342,75751-2141
11343,75551
11344,76227-0237
11345,76227-9505
11346,78750
11347,78731-4277
11348,78750
11349,78729
11350,78731
11351,78723-1000
11352,78735-8242
11353,78731-6223
11354,78750-1095
11355,78758
11356,78726-1165
11357,78745-5141
11358,78723-1077
11359,78749-6510
11360,78728-6903
11361,78741-6931
11362,78704-7000
11363,78745-8160
11364,78726-4547
11365,78757-1121
11366,78727-4128
11367,78735-8626
11368,78745-1468
11369,78727-4429
11370,78737
11371,78702-3161
11372,78717-4676
11373,78759-8745
11374,78746-5067
11375,78748-5711
11376,78759-8648
11377,78750-1833
11378,78749-1402
11379,78754-3816
11380,78745-1623
11381,78759
11382,78717-5963
11383,78746-5540
11384,78745-8161
11385,78757-7001
11386,78748
11387,78704-4731
11388,78722-2204
11389,78750-8367
11390,78758-6763
11391,78727
11392,78703-5113
11393,78753-9712
11394,78746-6370
11395,78757-6839
11396,78748
11397,78717-1031
11398,78759-2210
11399,78704-7920
11400,78744
11401,78745-5322
11402,78704-1201
11403,78750-3240
11404,78732
11405,78758
11406,78704
11407,78731-3167
11408,78747
11409,78757-2448
11410,78729-7161
11411,78738-6304
11412,78749-1545
11413,76020
11414,78602-3984
11415,78602-3984
11416,77521-2327
11417,77523-2206
11418,77520-2679
11419,77521-8370
11420,77520-2663
11421,77523
11422,77521-3851
11423,77521-2343
11424,77706-2543
11425,77706-3912
11426,77706-6995
11427,77706-4652
11428,77706
11429,77701-1562
11430,77706-6245
11431,77706-7107
11432,77706-6006
11433,77707
11434,77706
11435,76021-4034
11436,76021-4151
11437,76021-5996
11438,76021
11439,76021-3058
11440,78102-4941
11441,77401-2406
11442,77401-4118
11443,77401-4035
11444,77401-3504
11445,77418-1530
11446,76513-1509
11447,76513-2619
11448,76513-5403
11449,76126-3213
11450,76126-2572
11451,78343
11452,78006
11453,78006-9118
11454,78006-2992
11455,75418-2628
11456,75418-2113
11457,79007-4600
11458,79007-6252
11459,76230-4813
11460,76023
11461,76825-6230
11462,76424-3234
11463,77834-1256
11464,77834-0522
11465,76426-3031
11466,79316-3624
11467,78526
11468,78521-2307
11469,78521-2628
11470,78521-3683
11471,78521-2894
11472,78521-4483
11473,78520-6369
11474,78520-8669
11475,76801-2806
11476,76801-3615
11477,76801-5116
11478,77802-5230
11479,77808-2333
11480,77802
11481,78610
11482,78610-9444
11483,75831-7555
11484,75757-5185
11485,78163
11486,76354-0487
11487,76028
11488,76028-8457
11489,76028-5851
11490,76028-4774
11491,78611-3122
11492,78611-2301
11493,77836-1701
11494,76520-3310
11495,75103-3341
11496,79015-3834
11497,79015-3705
11498,75007-5017
11499,75007-1527
11500,75010
11501,75010-1121
11502,75007-2503
11503,75006-4829
11504,75006-2351
11505,75006-1600
11506,75007-5102
11507,75010-4419
11508,75006-1357
11509,75010
11510,75006-2996
11511,75633-2350
11512,75633-2520
11513,78009-2901
11514,75009
11515,75935
11516,75935-1688
11517,77530-0400
11518,79201-0238
11519,78108-2600
11520,76437-3435
11521,75426
11522,76033-5157
11523,76033-4167
11524,76033-7007
11525,77327-4515
11526,76634-0267
11527,76634-2462
11528,77531-0186
11529,77531-5111
11530,76834-4209
11531,76034-5823
11532,76034
11533,76034
11534,76034
11535,78934
11536,75428
11537,77304-1836
11538,77304
11539,77304-2711
11540,77304
11541,77301-1380
11542,77304-4237
11543,77301-2208
11544,77384
11545,77303-1752
11546,77304
11547,75019-2010
11548,75019-7955
11549,75019-4416
11550,75019-4004
11551,75019-5046
11552,76210-1838
11553,76208-5444
11554,75110-3702
11555,75110-5243
11556,75835-3530
11557,77532-5610
11558,76227-2340
11559,76036-2604
11560,77954-2157
11561,77429-4292
11562,77433-4683
11563,77429-5215
11564,77429-5212
11565,77433-2280
11566,77433
11567,77429-3392
11568,77433
11569,77429
11570,77429
11571,75638
11572,79022-3728
11573,75231
11574,75204
11575,75205-4251
11576,75219-2162
11577,75243
11578,75228-8091
11579,75240
11580,75287-4938
11581,75206-7200
11582,75214-2000
11583,75211-4611
11584,75218
11585,75287-7003
11586,75225
11587,75238
11588,75287-5329
11589,75244
11590,75208
11591,75201
11592,75229-6165
11593,75230
11594,75252-6315
11595,75248-1567
11596,75230-2705
11597,75238-5248
11598,75205
11599,75243-7580
11600,75248-1726
11601,75243
11602,75287-7003
11603,75231
11604,75287-6202
11605,75206
11606,75231-0236
11607,75254-9140
11608,75204-8501
11609,75248-1225
11610,75211
11611,75231
11612,75227-8506
11613,75287
11614,75228-7944
11615,75206
11616,75206-4090
11617,75218
11618,75243-3778
11619,75211
11620,75225-5906
11621,75240-4911
11622,75251
11623,75212-3783
11624,75209
11625,75208
11626,75204-3133
11627,75208-6643
11628,75206
11629,75287
11630,75244-7100
11631,75243-4842
11632,75219
11633,75209-4319
11634,75238-2667
11635,77535-0009
11636,77535-2630
11637,77535-1315
11638,76234-1372
11639,76234-2415
11640,75020-3352
11641,75020-1623
11642,75020-1403
11643,76208-6055
11644,76210-8000
11645,76205
11646,76201-3021
11647,76201
11648,76201-2956
11649,76205-5839
11650,75115-4914
11651,75115-3912
11652,75115
11653,78016-1915
11654,77539-4116
11655,77539-8652
11656,79027-2634
11657,78537
11658,79029
11659,79029-3216
11660,75116-4570
11661,75116-4570
11662,75116-3651
11663,75137-4476
11664,76448-3014
11665,78539-5668
11666,78539-8278
11667,78539-3902
11668,78539-6475
11669,78542-3838
11670,77957-2731
11671,78621
11672,75440-2238
11673,75119-3629
11674,75119
11675,76040-4599
11676,75840-2454
11677,78355-3609
11678,75442
11679,75762
11680,78114-2224
11681,78114-3494
11682,75126-9591
11683,75126
11684,75126-4025
11685,78624-3750
11686,77545-7447
11687,77546-5005
11688,77546-3982
11689,77546-2666
11690,77546-5147
11691,79035-1625
11692,75034
11693,75034
11694,75036
11695,75034-4307
11696,75034-0811
11697,75033
11698,75033-4553
11699,75035-6087
11700,75034-5849
11701,75034-5849
11702,75034
11703,75033-3603
11704,75033
11705,75033
11706,77441
11707,77441
11708,76240-4202
11709,76240-4001
11710,75042-7935
11711,75041-5837
11712,75040
11713,75041-4641
11714,75040-6367
11715,75043-5943
11716,75041-3422
11717,75040
11718,75043
11719,75040-3633
11720,75042-6668
11721,75042-8212
11722,75044-8149
11723,75044
11724,75040
11725,75043-2300
11726,78628-1388
11727,78626-6508
11728,78626-6508
11729,78626-5802
11730,78628-3661
11731,78628-1336
11732,78942-2619
11733,75644-2231
11734,75644-2313
11735,75647-2241
11736,78629
11737,76450
11738,76049-7420
11739,76048
11740,76048
11741,76049
11742,76048-1957
11743,76051-7361
11744,76051-5541
11745,76051-4244
11746,76051-8614
11747,76051-8614
11748,75402-3813
11749,75402-7110
11750,75402
11751,75402-8340
11752,75402
11753,76642-2329
11754,77619-3614
11755,77964
11756,78552
11757,78550-7122
11758,78552
11759,78550-8002
11760,78550-7912
11761,79521-4539
11762,78023-4669
11763,78023
11764,75654-4507
11765,75654-3541
11766,79045-5317
11767,76643
11768,77562-0808
11769,76645-3318
11770,76645-2109
11771,78861-3528
11772,77095
11773,77007-1055
11774,77064
11775,77072-4107
11776,77081-5501
11777,77002-9717
11778,77002
11779,77092-2030
11780,77089-4764
11781,77065-4774
11782,77063
11783,77015-2901
11784,77086
11785,77043-5021
11786,77082-1400
11787,77027-7419
11788,77030-1934
11789,77065-2004
11790,77056-4345
11791,77008-4714
11792,77058
11793,77075
11794,77008
11795,77079-1607
11796,77055-4646
11797,77027
11798,77070-3413
11799,77027
11800,77002-9550
11801,77040-3231
11802,77070-2891
11803,77043
11804,77042-3953
11805,77080-5008
11806,77017-5055
11807,77070-6430
11808,77058-2006
11809,77058
11810,77029-1948
11811,77005-2444
11812,77079
11813,77014
11814,77057-6210
11815,77064-6306
11816,77068-3415
11817,77089-4531
11818,77058-2624
11819,77075-4875
11820,77079-2705
11821,77075-5136
11822,77062-8069
11823,77092-8208
11824,77007-2200
11825,77057-2484
11826,77084-5636
11827,77005-4347
11828,77070-2891
11829,77041-3517
11830,77079-2936
11831,77006-5455
11832,77065-4069
11833,77007
11834,77015-5828
11835,77070-4222
11836,77036
11837,77018
11838,77015-3144
11839,77061-1343
11840,77080-3843
11841,77054
11842,77074-1613
11843,77005-3290
11844,77077-1760
11845,77079-4327
11846,77019-6043
11847,77077
11848,77072
11849,77083-6387
11850,77024
11851,77079-2705
11852,77070-5208
11853,77062-3601
11854,77024-1622
11855,77037-1007
11856,77093-7640
11857,77082
11858,77077-5722
11859,77055-6753
11860,77063-3201
11861,77083-1616
11862,77020-6616
11863,77007-2711
11864,77019-3917
11865,77007-6039
11866,77027
11867,77006-5213
11868,77066-3026
11869,77024-1513
11870,77070-5728
11871,77082-5609
11872,77070-5526
11873,77072-2595
11874,77025-2877
11875,77036-3466
11876,77014-1670
11877,77077-3506
11878,77082-3102
11879,77077-3822
11880,77084
11881,77004-7097
11882,77008-1276
11883,77023-2413
11884,77070
11885,77083-1740
11886,77077
11887,77070
11888,77031-1906
11889,77003
11890,77079-4008
11891,77070-4492
11892,77072
11893,77077-3822
11894,77077
11895,77005-1912
11896,77034-4809
11897,77073-1742
11898,77054-1928
11899,77095-2848
11900,77070-1516
11901,77070-6301
11902,77024-1606
11903,77089
11904,77058
11905,77034-4502
11906,77024-1534
11907,77069-1849
11908,77069-4212
11909,77098-3210
11910,77095
11911,77018
11912,77084-2716
11913,77057-3812
11914,77017
11915,77092-2402
11916,77079-4022
11917,77063
11918,77036
11919,77055-6451
11920,77009
11921,77072
11922,77059-3602
11923,77058-1500
11924,77095-3510
11925,77067
11926,77087-3022
11927,77003-1832
11928,77008
11929,77063-2902
11930,77027-6507
11931,77069-4628
11932,77062-2732
11933,77095-2049
11934,77065-5073
11935,77024
11936,77015-1416
11937,77079-6705
11938,77070-1531
11939,77095-2505
11940,77092-6518
11941,77042-3216
11942,77336-4115
11943,77338-4040
11944,77338-3576
11945,77338-5839
11946,77338-3612
11947,77396
11948,77346-2738
11949,77396-5902
11950,77346-3778
11951,77346-1764
11952,77338-3934
11953,77340-3916
11954,77340-6020
11955,77320-3770
11956,77340-4222
11957,76054-3185
11958,76053-4732
11959,76054
11960,76054
11961,78634
11962,78362-5715
11963,75061
11964,75062-5853
11965,75039
11966,75038-3104
11967,75062-4491
11968,75063-6053
11969,75038-5000
11970,75062-5940
11971,75039
11972,75060-2948
11973,75039-3664
11974,75061-1900
11975,75060-5059
11976,75038-5702
11977,75062-2742
11978,75062-4489
11979,75062-6877
11980,76458-1729
11981,75766
11982,75766-5852
11983,75951-3737
11984,75951-4034
11985,76058-1179
11986,76058
11987,78026-2860
11988,76247-7042
11989,77494
11990,77494-3827
11991,77449-5822
11992,77494
11993,77494-8290
11994,77494
11995,77449-5822
11996,77450-3935
11997,77450
11998,77450-6130
11999,77450-2448
12000,77494-7139
12001,77450
12002,77494
12003,77450-6231
12004,77494
12005,77450-4559
12006,77494-2976
12007,77494-6848
12008,77494-8416
12009,77493
12010,77493
12011,77493
12012,77449-2844
12013,77494
12014,77494-7139
12015,77449-3459
12016,75142
12017,75142-1930
12018,76248-2111
12019,76248-5669
12020,79745-0787
12021,78028-3354
12022,78028-4248
12023,78028
12024,75662-3518
12025,75662
12026,75662-6056
12027,76549-6795
12028,76543-5317
12029,76541-9126
12030,76541-7116
12031,78363
12032,78363
12033,78363-5844
12034,77339
12035,77339-3042
12036,77339-3734
12037,77339
12038,77339-4473
12039,77339-3037
